"","items","count","total","rnd","customer","age","city","paymentType"
"5146","liquor,napkins",2,1704,3,"Ahmed",30,"Giza","Credit"
"5147","yogurt,beverages,soda,shopping bags",4,154,9,"Maged",60,"Hurghada","Cash"
"5148","yogurt",1,1339,15,"Sameh",35,"Hurghada","Credit"
"5150","brown bread,seasonal products",2,431,14,"Magdy",36,"Sohag","Credit"
"5151","ham,onions,whipped/sour cream,hard cheese,bottled beer,hygiene articles,shopping bags",7,1689,12,"Eman",23,"Aswan","Credit"
"5152","domestic eggs,waffles,napkins",3,687,4,"Adel",50,"Alexandria","Cash"
"5153","tropical fruit,yogurt,UHT-milk,cream cheese ,processed cheese,white bread,sugar",7,2088,9,"Maged",60,"Hurghada","Cash"
"5154","rolls/buns,white bread",2,864,14,"Magdy",36,"Sohag","Cash"
"5155","pip fruit,bottled water",2,1614,13,"Sayed",37,"Cairo","Cash"
"5156","tropical fruit,yogurt,salt,specialty vegetables,bottled beer",5,299,5,"Shimaa",55,"Port Said","Cash"
"5157","photo/film",1,979,7,"Huda",39,"Gharbia","Credit"
"5158","bottled beer,prosecco",2,1210,15,"Sameh",35,"Hurghada","Credit"
"5159","whole milk,fruit/vegetable juice,chewing gum,shopping bags",4,1448,10,"Samy",55,"Alexandria","Cash"
"5160","chicken,tropical fruit,domestic eggs,white wine",4,279,9,"Maged",60,"Hurghada","Cash"
"5161","canned beer",1,1499,15,"Sameh",35,"Hurghada","Cash"
"5162","onions,whole milk",2,1910,1,"Farida",22,"Cairo","Credit"
"5163","other vegetables,dessert,white bread,dog food,flower soil/fertilizer",5,248,3,"Ahmed",30,"Giza","Credit"
"5164","frankfurter,tropical fruit,other vegetables,whole milk,butter,frozen meals,fruit/vegetable juice",7,1704,2,"Mohamed",25,"Alexandria","Credit"
"5165","other vegetables,whole milk",2,1017,14,"Magdy",36,"Sohag","Cash"
"5166","white wine",1,971,10,"Samy",55,"Alexandria","Credit"
"5167","other vegetables,cream cheese ",2,1124,14,"Magdy",36,"Sohag","Credit"
"5168","canned beer",1,1055,7,"Huda",39,"Gharbia","Credit"
"5169","tropical fruit,other vegetables,whole milk,mayonnaise,brown bread,canned fish,soda,misc. beverages,bottled beer,dental care",10,488,5,"Shimaa",55,"Port Said","Credit"
"5170","fruit/vegetable juice,long life bakery product,newspapers",3,1165,7,"Huda",39,"Gharbia","Cash"
"5171","berries,rolls/buns,pastry,fruit/vegetable juice,canned beer",5,1196,12,"Eman",23,"Aswan","Credit"
"5172","other vegetables,brown bread,pastry,bottled water,canned beer",5,1622,4,"Adel",50,"Alexandria","Credit"
"5173","other vegetables",1,1611,5,"Shimaa",55,"Port Said","Cash"
"5174","meat,yogurt,cream cheese ,brown bread,meat spreads,canned fish",6,360,6,"Walaa",29,"Cairo","Credit"
"5175","other vegetables,whole milk,dessert,chewing gum",4,453,6,"Walaa",29,"Cairo","Credit"
"5176","ham,light bulbs",2,608,7,"Huda",39,"Gharbia","Credit"
"5177","chocolate,specialty chocolate",2,344,11,"Hanan",22,"Fayoum","Cash"
"5178","frankfurter,whole milk,white bread,brown bread",4,778,13,"Sayed",37,"Cairo","Cash"
"5179","processed cheese,white bread,sugar,cat food,soda,fruit/vegetable juice,candy,shopping bags",8,752,5,"Shimaa",55,"Port Said","Cash"
"5180","rolls/buns",1,1038,5,"Shimaa",55,"Port Said","Credit"
"5181","chewing gum",1,774,6,"Walaa",29,"Cairo","Cash"
"5182","root vegetables,herbs",2,899,6,"Walaa",29,"Cairo","Credit"
"5183","tropical fruit,dessert,yogurt,soda,candy",5,498,5,"Shimaa",55,"Port Said","Cash"
"5184","detergent",1,287,14,"Magdy",36,"Sohag","Cash"
"5185","tropical fruit,pip fruit,processed cheese,rolls/buns,misc. beverages,fruit/vegetable juice,candy",7,2243,11,"Hanan",22,"Fayoum","Cash"
"5186","sausage,yogurt,cat food",3,768,5,"Shimaa",55,"Port Said","Credit"
"5187","soda,liquor (appetizer)",2,595,2,"Mohamed",25,"Alexandria","Cash"
"5188","semi-finished bread",1,2066,3,"Ahmed",30,"Giza","Cash"
"5189","frankfurter,other vegetables,rolls/buns,white bread,soda,white wine,chocolate,detergent",8,1361,15,"Sameh",35,"Hurghada","Cash"
"5190","sausage,frozen meals,shopping bags",3,1157,3,"Ahmed",30,"Giza","Credit"
"5191","citrus fruit,tropical fruit,pip fruit,chewing gum",4,501,2,"Mohamed",25,"Alexandria","Credit"
"5192","whole milk,yogurt,pastry,sweet spreads,soda",5,437,2,"Mohamed",25,"Alexandria","Credit"
"5193","misc. beverages,canned beer",2,564,1,"Farida",22,"Cairo","Cash"
"5194","tropical fruit,whole milk,newspapers,shopping bags",4,1290,3,"Ahmed",30,"Giza","Cash"
"5195","beef,other vegetables,bottled beer,red/blush wine,shopping bags",5,2235,14,"Magdy",36,"Sohag","Credit"
"5196","other vegetables",1,486,14,"Magdy",36,"Sohag","Credit"
"5197","frankfurter,tropical fruit,pip fruit,dessert,beverages,domestic eggs,flour,margarine,Instant food products,canned fruit,jam",11,2303,11,"Hanan",22,"Fayoum","Cash"
"5198","sausage,pip fruit,curd,soda,canned beer,cake bar,shopping bags",7,172,15,"Sameh",35,"Hurghada","Credit"
"5199","whole milk,yogurt,spread cheese,bottled water,soda",5,1171,6,"Walaa",29,"Cairo","Cash"
"5200","sausage,ham,pip fruit,onions,other vegetables,hard cheese,white bread,bottled water,shopping bags",9,906,13,"Sayed",37,"Cairo","Cash"
"5201","frankfurter,yogurt,UHT-milk,frozen vegetables,coffee,soda,fruit/vegetable juice,white wine,chewing gum,shopping bags",10,2215,4,"Adel",50,"Alexandria","Credit"
"5202","bottled beer",1,1347,13,"Sayed",37,"Cairo","Cash"
"5203","cereals",1,2163,3,"Ahmed",30,"Giza","Credit"
"5204","chocolate marshmallow",1,569,9,"Maged",60,"Hurghada","Cash"
"5205","other vegetables,semi-finished bread",2,2182,10,"Samy",55,"Alexandria","Cash"
"5206","meat,other vegetables,salty snack",3,2220,2,"Mohamed",25,"Alexandria","Credit"
"5207","cocoa drinks",1,1632,8,"Rania",37,"Dakahlia","Cash"
"5208","sausage,tropical fruit,butter,frozen meals,pasta,fruit/vegetable juice",6,780,10,"Samy",55,"Alexandria","Cash"
"5209","whole milk,brown bread",2,1765,14,"Magdy",36,"Sohag","Credit"
"5210","coffee,instant coffee",2,1909,11,"Hanan",22,"Fayoum","Credit"
"5211","tropical fruit,whole milk,domestic eggs,red/blush wine,house keeping products",5,354,9,"Maged",60,"Hurghada","Credit"
"5212","sausage,UHT-milk,brown bread,oil,canned beer,brandy,shopping bags",7,1943,2,"Mohamed",25,"Alexandria","Credit"
"5213","rolls/buns,pastry",2,1086,10,"Samy",55,"Alexandria","Credit"
"5214","ice cream,semi-finished bread",2,1157,10,"Samy",55,"Alexandria","Credit"
"5215","liver loaf,whole milk,rolls/buns,soda",4,729,13,"Sayed",37,"Cairo","Cash"
"5216","frankfurter,hamburger meat,tropical fruit,other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,kitchen towels,newspapers",10,1767,8,"Rania",37,"Dakahlia","Credit"
"5217","chewing gum,seasonal products",2,2427,7,"Huda",39,"Gharbia","Cash"
"5218","soda,salty snack,cake bar,candy",4,944,4,"Adel",50,"Alexandria","Cash"
"5219","butter,dessert,yogurt,rolls/buns,margarine,chewing gum",6,2053,9,"Maged",60,"Hurghada","Credit"
"5220","chicken,tropical fruit,pip fruit,other vegetables",4,402,9,"Maged",60,"Hurghada","Credit"
"5221","sausage,rolls/buns,bottled water,soda,newspapers,shopping bags",6,2148,15,"Sameh",35,"Hurghada","Credit"
"5222","soda",1,2444,15,"Sameh",35,"Hurghada","Cash"
"5223","cat food",1,2363,7,"Huda",39,"Gharbia","Credit"
"5224","pip fruit,butter milk,UHT-milk,ice cream,rolls/buns,male cosmetics,newspapers",7,135,1,"Farida",22,"Cairo","Cash"
"5225","soft cheese,ice cream",2,1614,2,"Mohamed",25,"Alexandria","Cash"
"5226","whole milk,white bread,newspapers",3,110,7,"Huda",39,"Gharbia","Cash"
"5227","soda",1,2306,15,"Sameh",35,"Hurghada","Cash"
"5228","chicken",1,1896,7,"Huda",39,"Gharbia","Cash"
"5229","other vegetables,curd,pastry,pasta,hygiene articles,flower (seeds)",6,479,11,"Hanan",22,"Fayoum","Credit"
"5230","pastry,instant coffee",2,1005,8,"Rania",37,"Dakahlia","Credit"
"5231","ice cream,bottled beer,prosecco,dishes,shopping bags",5,362,12,"Eman",23,"Aswan","Cash"
"5232","sausage",1,266,6,"Walaa",29,"Cairo","Credit"
"5233","citrus fruit,yogurt,whipped/sour cream,shopping bags",4,532,12,"Eman",23,"Aswan","Cash"
"5234","chocolate",1,334,4,"Adel",50,"Alexandria","Cash"
"5235","beverages",1,1678,15,"Sameh",35,"Hurghada","Credit"
"5236","bottled water",1,1463,6,"Walaa",29,"Cairo","Credit"
"5237","sausage,other vegetables,dessert",3,251,2,"Mohamed",25,"Alexandria","Cash"
"5238","whipped/sour cream",1,100,9,"Maged",60,"Hurghada","Credit"
"5239","root vegetables,other vegetables,whole milk,rolls/buns,sugar,cereals,soda,soap",8,560,3,"Ahmed",30,"Giza","Cash"
"5240","ice cream,soda",2,714,9,"Maged",60,"Hurghada","Credit"
"5242","frankfurter,ham,tropical fruit,pip fruit,grapes,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread",12,2017,15,"Sameh",35,"Hurghada","Credit"
"5243","tropical fruit,dessert,yogurt,sliced cheese,cream cheese ,rolls/buns,brown bread,canned vegetables,fruit/vegetable juice",9,1145,12,"Eman",23,"Aswan","Credit"
"5244","chicken,root vegetables,other vegetables,whole milk,frozen vegetables,domestic eggs,brown bread,canned vegetables",8,2042,7,"Huda",39,"Gharbia","Credit"
"5245","root vegetables,other vegetables,white bread,baking powder",4,2120,12,"Eman",23,"Aswan","Cash"
"5246","other vegetables,fruit/vegetable juice,salty snack,napkins",4,772,12,"Eman",23,"Aswan","Cash"
"5247","coffee,tea",2,1927,11,"Hanan",22,"Fayoum","Cash"
"5248","soda",1,111,13,"Sayed",37,"Cairo","Cash"
"5249","chicken,pork,margarine,specialty fat,bottled beer",5,2390,9,"Maged",60,"Hurghada","Cash"
"5250","ice cream",1,122,15,"Sameh",35,"Hurghada","Cash"
"5251","hamburger meat,cream cheese ,brown bread",3,2419,10,"Samy",55,"Alexandria","Credit"
"5252","pork,rolls/buns",2,2075,4,"Adel",50,"Alexandria","Credit"
"5253","ice cream",1,1128,8,"Rania",37,"Dakahlia","Cash"
"5254","other vegetables,coffee,soda,dental care",4,2116,11,"Hanan",22,"Fayoum","Credit"
"5255","bottled beer",1,1786,6,"Walaa",29,"Cairo","Credit"
"5256","misc. beverages,dishes",2,1912,15,"Sameh",35,"Hurghada","Credit"
"5257","beef,tropical fruit,whole milk,margarine,soda,candles",6,1355,3,"Ahmed",30,"Giza","Cash"
"5258","whole milk,meat spreads,fruit/vegetable juice",3,374,10,"Samy",55,"Alexandria","Credit"
"5259","chicken,yogurt,whipped/sour cream",3,224,2,"Mohamed",25,"Alexandria","Credit"
"5260","dessert,specialty chocolate",2,1809,7,"Huda",39,"Gharbia","Credit"
"5261","pastry,margarine,coffee",3,2241,11,"Hanan",22,"Fayoum","Cash"
"5262","sausage,whole milk,yogurt",3,707,6,"Walaa",29,"Cairo","Cash"
"5263","onions,frozen meals",2,1410,14,"Magdy",36,"Sohag","Cash"
"5264","tropical fruit,other vegetables,UHT-milk,domestic eggs,pot plants",5,746,3,"Ahmed",30,"Giza","Cash"
"5265","flower soil/fertilizer",1,2098,3,"Ahmed",30,"Giza","Credit"
"5266","ice cream",1,479,14,"Magdy",36,"Sohag","Credit"
"5267","soda",1,346,4,"Adel",50,"Alexandria","Credit"
"5268","pastry,soda",2,391,6,"Walaa",29,"Cairo","Cash"
"5270","meat,other vegetables,whole milk,hard cheese,fruit/vegetable juice,long life bakery product",6,1752,7,"Huda",39,"Gharbia","Credit"
"5271","whole milk,hard cheese,rolls/buns,bottled water",4,1179,8,"Rania",37,"Dakahlia","Cash"
"5272","zwieback",1,237,13,"Sayed",37,"Cairo","Credit"
"5273","liquor (appetizer)",1,2354,14,"Magdy",36,"Sohag","Credit"
"5274","pip fruit,whole milk",2,1497,11,"Hanan",22,"Fayoum","Credit"
"5275","canned beer",1,126,5,"Shimaa",55,"Port Said","Credit"
"5276","Instant food products,soda",2,1119,8,"Rania",37,"Dakahlia","Cash"
"5277","pork,yogurt",2,1133,4,"Adel",50,"Alexandria","Credit"
"5278","butter milk",1,2145,3,"Ahmed",30,"Giza","Credit"
"5279","oil",1,1645,2,"Mohamed",25,"Alexandria","Cash"
"5280","meat,pork,butter,brown bread,specialty chocolate,kitchen towels",6,1597,15,"Sameh",35,"Hurghada","Credit"
"5281","tropical fruit,pip fruit,whole milk,cream cheese ,frozen vegetables,ice cream,bottled water,shopping bags",8,1925,11,"Hanan",22,"Fayoum","Credit"
"5282","soda,canned beer",2,899,5,"Shimaa",55,"Port Said","Cash"
"5283","soda",1,1273,4,"Adel",50,"Alexandria","Cash"
"5284","meat,whole milk,yogurt",3,1592,4,"Adel",50,"Alexandria","Cash"
"5285","frankfurter,tropical fruit,other vegetables,dessert,UHT-milk,cream cheese ,brown bread,pastry,hygiene articles",9,1814,9,"Maged",60,"Hurghada","Cash"
"5286","whipped/sour cream,frozen vegetables",2,823,9,"Maged",60,"Hurghada","Credit"
"5287","tropical fruit,root vegetables,other vegetables,whole milk,ice cream,pasta,canned vegetables,soda,salty snack",9,377,12,"Eman",23,"Aswan","Credit"
"5288","sausage,newspapers",2,1063,15,"Sameh",35,"Hurghada","Credit"
"5289","tropical fruit,whipped/sour cream,hygiene articles",3,1791,8,"Rania",37,"Dakahlia","Cash"
"5290","pork,processed cheese,canned beer",3,603,9,"Maged",60,"Hurghada","Credit"
"5291","bottled beer,flower (seeds)",2,2298,14,"Magdy",36,"Sohag","Cash"
"5292","whole milk,cat food,pet care,coffee,soda,misc. beverages,chocolate",7,1314,8,"Rania",37,"Dakahlia","Credit"
"5293","frozen vegetables",1,1108,14,"Magdy",36,"Sohag","Credit"
"5294","whole milk,processed cheese,soda,cake bar,chocolate,specialty bar,shopping bags",7,2166,9,"Maged",60,"Hurghada","Cash"
"5295","sausage,tropical fruit,root vegetables,other vegetables,hard cheese,fruit/vegetable juice,long life bakery product,waffles",8,1956,3,"Ahmed",30,"Giza","Cash"
"5296","pork,other vegetables,whole milk,frozen vegetables,brown bread,roll products ,canned vegetables,sparkling wine,chocolate,dental care",10,1842,4,"Adel",50,"Alexandria","Credit"
"5297","beef,whole milk,curd,white bread,napkins",5,1970,15,"Sameh",35,"Hurghada","Cash"
"5298","sausage,chicken,hamburger meat,other vegetables,whole milk,butter milk,whipped/sour cream,white bread",8,1977,10,"Samy",55,"Alexandria","Cash"
"5300","whole milk,yogurt,domestic eggs,rolls/buns,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar",8,1932,4,"Adel",50,"Alexandria","Cash"
"5301","bottled water,waffles,chocolate",3,1876,11,"Hanan",22,"Fayoum","Cash"
"5302","beef,specialty chocolate",2,1000,6,"Walaa",29,"Cairo","Cash"
"5303","brown bread",1,1167,14,"Magdy",36,"Sohag","Cash"
"5304","bottled beer",1,1364,15,"Sameh",35,"Hurghada","Cash"
"5305","sausage,tropical fruit,yogurt,frozen meals,cat food,bottled water,soda,bottled beer,waffles",9,1255,4,"Adel",50,"Alexandria","Cash"
"5306","pip fruit,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,pastry,hygiene articles,napkins",9,635,3,"Ahmed",30,"Giza","Credit"
"5307","frankfurter,rolls/buns",2,1433,5,"Shimaa",55,"Port Said","Credit"
"5308","UHT-milk,mustard",2,1639,13,"Sayed",37,"Cairo","Cash"
"5309","whole milk,brown bread",2,909,9,"Maged",60,"Hurghada","Credit"
"5310","butter milk,brown bread",2,1289,15,"Sameh",35,"Hurghada","Cash"
"5311","whole milk",1,428,3,"Ahmed",30,"Giza","Cash"
"5312","herbs,whole milk,curd,cat food,soda",5,1028,15,"Sameh",35,"Hurghada","Cash"
"5313","tropical fruit,root vegetables,other vegetables,whole milk,yogurt,rice,oil,bathroom cleaner",8,463,7,"Huda",39,"Gharbia","Credit"
"5314","chicken,rolls/buns,bottled water",3,577,1,"Farida",22,"Cairo","Cash"
"5315","curd,cream cheese ,frozen fruits,margarine,cocoa drinks,soda",6,2044,15,"Sameh",35,"Hurghada","Cash"
"5316","pork,beef,other vegetables,whole milk,yogurt,margarine,fruit/vegetable juice",7,1284,10,"Samy",55,"Alexandria","Credit"
"5317","hamburger meat",1,1360,4,"Adel",50,"Alexandria","Credit"
"5318","hamburger meat,onions,ice cream,misc. beverages,shopping bags",5,1595,11,"Hanan",22,"Fayoum","Credit"
"5319","root vegetables,onions,dessert,mayonnaise,brown bread,salt,canned fish,bottled water,fruit/vegetable juice,bottled beer,popcorn",11,138,8,"Rania",37,"Dakahlia","Cash"
"5320","butter,spread cheese,ice cream,rolls/buns,soda,long life bakery product,chocolate,chocolate marshmallow",8,1362,15,"Sameh",35,"Hurghada","Cash"
"5321","UHT-milk,sugar,coffee,canned beer",4,967,12,"Eman",23,"Aswan","Cash"
"5322","whole milk,cat food",2,230,2,"Mohamed",25,"Alexandria","Credit"
"5324","canned beer,specialty bar",2,1922,8,"Rania",37,"Dakahlia","Credit"
"5325","whole milk,rolls/buns,canned beer,chewing gum",4,589,15,"Sameh",35,"Hurghada","Cash"
"5326","oil",1,1608,1,"Farida",22,"Cairo","Cash"
"5328","frankfurter,mayonnaise,margarine,mustard,ketchup,seasonal products",6,1368,13,"Sayed",37,"Cairo","Credit"
"5329","sliced cheese,rolls/buns",2,430,3,"Ahmed",30,"Giza","Credit"
"5330","sausage,meat,whole milk,curd,dessert,yogurt,brown bread,dental care,male cosmetics",9,1195,7,"Huda",39,"Gharbia","Cash"
"5331","chicken,pip fruit,whole milk,dessert,margarine,soda,canned beer,liquor,newspapers",9,1410,8,"Rania",37,"Dakahlia","Cash"
"5332","butter milk,yogurt",2,1073,10,"Samy",55,"Alexandria","Cash"
"5333","pip fruit,yogurt,cream cheese ,meat spreads,coffee,specialty chocolate,seasonal products,cookware,shopping bags",9,1347,2,"Mohamed",25,"Alexandria","Credit"
"5334","sausage,berries,sliced cheese,cream cheese ",4,2387,8,"Rania",37,"Dakahlia","Credit"
"5335","butter,yogurt",2,972,9,"Maged",60,"Hurghada","Credit"
"5336","pork,other vegetables",2,658,3,"Ahmed",30,"Giza","Cash"
"5337","cat food",1,2459,10,"Samy",55,"Alexandria","Credit"
"5338","hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers",11,2023,2,"Mohamed",25,"Alexandria","Credit"
"5339","tropical fruit,whole milk,newspapers",3,2143,12,"Eman",23,"Aswan","Cash"
"5340","whole milk,yogurt,beverages,rolls/buns,bottled water,fruit/vegetable juice",6,2430,5,"Shimaa",55,"Port Said","Credit"
"5341","softener,newspapers",2,493,5,"Shimaa",55,"Port Said","Credit"
"5342","rolls/buns,pastry,semi-finished bread",3,1712,11,"Hanan",22,"Fayoum","Cash"
"5343","tropical fruit,whole milk",2,1439,7,"Huda",39,"Gharbia","Cash"
"5344","dessert,soft cheese,brown bread,pastry,soda,long life bakery product,hygiene articles,shopping bags",8,692,7,"Huda",39,"Gharbia","Cash"
"5345","newspapers",1,1077,2,"Mohamed",25,"Alexandria","Credit"
"5346","hamburger meat,herbs,UHT-milk,domestic eggs,oil,chocolate",6,1489,4,"Adel",50,"Alexandria","Cash"
"5347","chicken",1,751,12,"Eman",23,"Aswan","Credit"
"5348","other vegetables,whole milk,specialty cheese",3,1793,12,"Eman",23,"Aswan","Cash"
"5349","fruit/vegetable juice",1,1313,2,"Mohamed",25,"Alexandria","Credit"
"5350","chocolate,specialty bar,candy,napkins,flower (seeds)",5,623,10,"Samy",55,"Alexandria","Cash"
"5351","margarine,misc. beverages",2,105,1,"Farida",22,"Cairo","Cash"
"5352","cling film/bags",1,1129,8,"Rania",37,"Dakahlia","Credit"
"5353","chicken,butter,frozen vegetables,soda,misc. beverages,chocolate,specialty chocolate",7,1991,3,"Ahmed",30,"Giza","Cash"
"5354","salt,salty snack",2,2424,11,"Hanan",22,"Fayoum","Credit"
"5355","newspapers",1,665,6,"Walaa",29,"Cairo","Cash"
"5356","root vegetables",1,802,11,"Hanan",22,"Fayoum","Credit"
"5357","pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags",5,1012,15,"Sameh",35,"Hurghada","Credit"
"5358","sausage,spread cheese,domestic eggs,soda,shopping bags",5,2454,2,"Mohamed",25,"Alexandria","Credit"
"5359","other vegetables,whole milk,salty snack",3,1038,7,"Huda",39,"Gharbia","Cash"
"5361","newspapers",1,1382,4,"Adel",50,"Alexandria","Cash"
"5362","frankfurter,processed cheese,soda",3,2258,6,"Walaa",29,"Cairo","Cash"
"5363","fruit/vegetable juice",1,1489,12,"Eman",23,"Aswan","Credit"
"5364","ham,whole milk,hard cheese,margarine,coffee,fruit/vegetable juice",6,1376,6,"Walaa",29,"Cairo","Credit"
"5366","frankfurter,beef,whole milk",3,1844,9,"Maged",60,"Hurghada","Credit"
"5367","fish,UHT-milk,cream cheese ,ice cream",4,1081,10,"Samy",55,"Alexandria","Cash"
"5368","chewing gum,specialty bar",2,2430,4,"Adel",50,"Alexandria","Credit"
"5369","citrus fruit,rolls/buns,soda,chewing gum,shopping bags",5,903,14,"Magdy",36,"Sohag","Cash"
"5370","canned beer",1,2057,15,"Sameh",35,"Hurghada","Credit"
"5371","canned beer",1,751,5,"Shimaa",55,"Port Said","Cash"
"5372","canned beer",1,1436,8,"Rania",37,"Dakahlia","Cash"
"5373","UHT-milk,soda,detergent",3,1465,9,"Maged",60,"Hurghada","Cash"
"5374","citrus fruit,pip fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,jam,dishes",9,2500,5,"Shimaa",55,"Port Said","Cash"
"5375","whole milk,bottled beer,liquor (appetizer),hygiene articles",4,192,6,"Walaa",29,"Cairo","Cash"
